ID,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Gender,Age,User_Age_Group
1998,133831,0,1,1,1,100,1,100,1,4588,Female,56,Senior
1999,30306,0,1,1,1,2500,1,0,0,4309,Male,44,Adult
2000,95925,0,1,1,1,7337,22,350,2,4625,Male,73,Senior
2001,35080,3867,1,1,1,0,0,0,0,4562,Female,76,Senior
2002,14304,0,1,1,1,0,0,0,0,4600,Male,69,Senior
2003,115385,0,1,1,1,5890,15,1250,7,4546,Male,43,Adult
2004,66411,1000,4,1,1,34826,19,3001,9,4211,Female,45,Adult
2005,6978,0,1,1,1,610,3,0,0,4349,Male,43,Adult
2006,39909,0,1,1,1,2682,14,0,0,4470,Male,31,Adult
2007,8767,0,1,1,1,6589,8,3892,6,4394,Male,21,Young
2008,25544,0,1,1,1,3271,7,0,0,4580,Female,57,Senior
2009,166417,0,4,1,1,28607,11,0,0,4357,Male,20,Young
2010,69555,0,3,1,1,21957,16,250,1,4390,Female,75,Senior
2011,2344,0,1,1,1,1478,10,0,0,4481,Male,58,Senior
2012,8780,0,1,1,1,2750,15,0,0,4237,Female,22,Young
2013,111064,0,1,1,1,12700,7,2700,6,4547,Female,34,Adult
2014,44654,0,4,1,1,48874,16,0,0,4530,Male,29,Young
2015,32678,0,1,1,1,0,0,0,0,4481,Male,65,Senior
2016,327126,1452,5,1,1,97997,25,350,3,4440,Male,67,Senior
2017,76387,0,1,1,1,3588,7,0,0,4442,Male,37,Adult
2018,268097,0,3,1,1,26933,25,0,0,4105,Male,64,Senior
2019,52195,0,4,1,1,35847,13,0,0,4476,Male,35,Adult
2020,137778,0,3,1,1,19557,18,0,0,4599,Female,21,Young
2021,354807,0,1,1,1,6000,12,3500,11,4597,Female,50,Adult
2022,3056,0,1,1,1,1200,3,0,0,4363,Female,49,Adult
2023,101901,0,1,2,1,17898,22,100,1,4433,Male,71,Senior
2024,34182,0,1,1,1,0,0,0,0,3967,Male,46,Adult
2025,7371,0,1,1,1,1375,4,0,0,4505,Female,63,Senior
2026,178733,0,3,1,1,26465,22,1800,4,4537,Female,31,Adult
2027,87553,0,3,1,1,15681,14,0,0,4547,Female,54,Senior
2028,14614,0,1,1,1,2275,3,0,0,4567,Female,61,Senior
2029,91259,0,5,1,1,60609,12,0,0,4531,Male,30,Young
2030,23997,0,1,1,1,250,2,250,2,4204,Male,62,Senior
2031,37202,0,1,1,1,15000,4,0,0,4511,Male,72,Senior
2032,53232,888,4,1,1,80696,65,22100,45,3831,Male,41,Adult
2033,54594,0,3,1,1,14402,14,0,0,4233,Male,71,Senior
2034,57474,0,2,1,1,5535,7,0,0,4364,Female,78,Senior
2035,20111,0,1,1,1,5653,12,0,0,4468,Female,39,Adult
2036,45950,0,4,1,1,38921,22,750,2,4302,Female,71,Senior
2037,67948,0,1,1,1,2750,5,650,3,4226,Female,54,Senior
2038,216498,0,4,1,1,43083,24,2500,5,4440,Male,32,Adult
2039,100649,0,1,1,1,4000,3,500,1,4457,Male,51,Senior
2040,52713,0,3,1,1,16273,13,100,1,4449,Female,76,Senior
2041,186892,0,5,1,1,63444,13,500,1,3732,Female,18,Young
2042,11690,0,3,1,1,17615,17,0,0,4417,Male,53,Senior
2043,144697,0,1,1,1,2000,1,0,0,4420,Female,70,Senior
2044,75179,0,1,1,1,1015,2,0,0,4118,Female,50,Adult
2045,19850,0,1,1,1,500,1,500,1,4376,Female,67,Senior
2046,96154,0,1,1,1,7052,15,0,0,4433,Male,21,Young
2047,55778,0,1,1,1,6500,12,500,1,3704,Female,28,Young
2048,36227,0,2,1,1,7230,14,0,0,3736,Male,20,Young
2049,93848,0,1,1,1,1600,4,1500,3,4475,Male,27,Young
2050,41153,0,4,1,1,28686,15,0,0,4404,Female,56,Senior
2051,20789,0,1,1,1,0,0,0,0,4279,Female,19,Young
2052,121992,6057,1,1,1,3200,4,600,2,4257,Male,53,Senior
2053,37911,0,1,1,1,2250,11,0,0,4385,Male,73,Senior
2054,233656,0,4,1,1,41941,14,500,1,4266,Male,54,Senior
2055,41133,0,1,1,1,635,3,0,0,4419,Female,63,Senior
2056,60864,0,3,1,1,23364,19,50,1,4436,Male,49,Adult
2057,90526,0,1,1,1,2000,9,0,0,4488,Female,35,Adult
2058,15148,0,1,1,1,15148,3,0,0,269,Female,39,Adult
2059,5393,0,1,1,1,0,0,0,0,4517,Male,77,Senior
2060,434,0,1,1,1,15530,5,0,0,3628,Male,55,Senior
2061,81055,0,3,1,1,14344,14,0,0,4610,Male,32,Adult
2062,31360,0,1,1,1,821,7,0,0,4488,Female,25,Young
2063,156885,0,4,1,1,38601,19,0,0,4534,Female,34,Adult
2064,4148,0,1,3,1,13504,18,0,0,4607,Male,43,Adult
2065,63820,0,3,1,1,13981,15,0,0,4608,Male,19,Young
2066,379744,2081,1,1,1,19191,17,1850,11,4608,Male,18,Young
2067,76659,0,1,1,1,0,0,0,0,4608,Female,26,Young
2068,40724,0,4,1,1,29481,14,0,0,4007,Male,45,Adult
2069,146173,0,3,1,1,13871,17,0,0,4414,Female,53,Senior
2070,26055,0,1,1,1,647,9,0,0,4464,Female,79,Senior
2071,68,0,1,1,1,590,1,0,0,3937,Male,64,Senior
2072,50001,0,1,1,1,4853,12,0,0,4023,Male,59,Senior
2073,122506,0,3,1,1,21022,13,0,0,4408,Female,46,Adult
2074,126886,0,2,1,1,9120,17,0,0,4044,Female,37,Adult
2075,42342,0,1,1,1,11408,23,11408,23,4331,Male,77,Senior
2076,58898,0,1,1,1,23050,15,50,1,4328,Male,27,Young
2077,45735,0,1,1,1,10085,3,0,0,4239,Male,51,Senior
2078,77225,0,4,1,1,30646,15,0,0,4282,Male,25,Young
2079,59874,0,1,1,1,0,0,0,0,3986,Male,36,Adult
2080,30868,0,1,1,1,405,3,0,0,4226,Male,41,Adult
2081,34257,0,1,1,1,2010,4,0,0,4309,Male,35,Adult
2082,42639,0,2,1,1,7366,12,0,0,4181,Female,24,Young
2083,771,0,1,1,1,40256,4,0,0,4203,Female,60,Senior
2084,89708,0,1,1,1,8000,4,0,0,3173,Female,54,Senior
2085,75892,0,2,1,1,8738,15,0,0,4160,Female,56,Senior
2086,140918,0,4,1,1,69760,32,0,0,3883,Male,55,Senior
2087,475338,0,4,1,1,39680,22,700,4,3355,Female,28,Young
2088,14426,0,1,1,1,0,0,0,0,4096,Female,60,Senior
2089,29559,0,4,1,1,28969,16,0,0,4236,Female,54,Senior
2090,113113,0,3,1,1,10736,13,0,0,4307,Male,24,Young
2091,73027,0,4,1,1,34002,19,0,0,4063,Female,55,Senior
2092,17386,0,1,1,1,0,0,0,0,3771,Male,29,Young
2093,9310,0,1,1,1,500,1,500,1,4272,Male,23,Young
2094,11023,0,1,1,1,0,0,0,0,4328,Female,56,Senior
2095,55406,0,4,1,1,38118,18,500,1,4310,Female,30,Young
2096,47638,0,1,1,1,0,0,0,0,3739,Female,27,Young
2097,30040,0,2,1,1,8636,8,500,1,3873,Female,19,Young
2098,24787,0,1,1,1,1000,1,0,0,3930,Female,78,Senior
2099,40758,0,1,1,1,3500,4,1000,2,4299,Male,31,Adult
2100,726,0,1,1,1,0,0,0,0,4268,Female,61,Senior
2101,40686,0,1,1,1,260,2,0,0,4177,Female,75,Senior
2102,16626,0,1,1,1,2500,13,0,0,4329,Female,56,Senior
2103,18944,0,1,1,1,300,3,300,3,3932,Female,19,Young
2104,114949,0,5,1,1,87136,24,600,2,4294,Male,37,Adult
2105,32522,0,1,1,1,5971,4,471,2,4042,Male,53,Senior
2106,86533,0,1,1,1,3700,4,700,2,3600,Female,43,Adult
2107,166470,0,2,1,1,9574,16,0,0,4194,Male,63,Senior
2108,10797,0,1,1,1,0,0,0,0,3581,Female,56,Senior
2109,131618,0,4,1,1,46473,16,0,0,4274,Male,66,Senior
2110,77523,1112,1,1,1,11050,5,1000,2,4274,Male,37,Adult
2111,47905,0,3,1,1,14575,16,2000,4,4245,Male,60,Senior
2112,28695,0,1,1,1,0,0,0,0,4173,Female,71,Senior
2113,15253,0,2,1,1,5427,8,0,0,4373,Female,48,Adult
2114,193818,0,3,1,1,16327,13,0,0,3768,Female,77,Senior
2115,30556,0,1,1,1,950,5,550,3,4361,Female,79,Senior
2116,22678,0,1,1,1,2125,7,0,0,4068,Male,79,Senior
2117,89430,0,3,1,1,24314,18,0,0,1547,Female,42,Adult
2118,26522,0,3,1,1,18479,13,0,0,4358,Male,76,Senior
2119,59913,0,1,1,1,2210,5,150,1,3481,Female,31,Adult
2120,16516,0,1,1,1,500,1,0,0,4275,Female,18,Young
2121,49050,0,3,1,1,18436,16,0,0,2426,Male,24,Young
2122,27981,0,5,1,1,63004,17,0,0,2921,Female,54,Senior
2123,4939,0,1,1,1,1000,1,0,0,2515,Male,41,Adult
2124,26077,0,1,1,1,6768,4,0,0,3487,Male,58,Senior
2125,110893,0,1,1,1,4653,6,0,0,3645,Female,48,Adult
2126,56455,0,1,1,1,6000,3,0,0,4218,Male,55,Senior
2127,32699,0,1,1,1,1500,2,500,1,3167,Male,33,Adult
2128,109790,0,1,1,1,16108,4,0,0,3123,Female,19,Young
2129,166681,0,5,1,1,107645,25,0,0,3287,Female,51,Senior
2130,145233,0,1,1,1,9366,5,4866,3,2626,Male,44,Adult
2131,1054,0,1,1,1,15147,3,0,0,3133,Female,56,Senior
2132,27532,0,1,1,1,4639,13,0,0,3939,Female,48,Adult
2133,62464,0,1,1,1,5675,16,500,1,3820,Female,77,Senior
2134,4041,0,1,1,1,0,0,0,0,3344,Female,63,Senior
2135,28138,0,1,1,1,6330,29,0,0,3847,Male,55,Senior
2136,33010,0,1,1,1,0,0,0,0,3915,Male,24,Young
2137,45687,0,1,1,1,45,2,0,0,2269,Male,18,Young
2138,12981,0,1,1,1,0,0,0,0,4246,Female,18,Young
2139,168246,1514,1,1,1,4600,4,100,2,4103,Female,26,Young
2140,75505,0,4,1,1,30850,17,500,1,4007,Male,60,Senior
2141,55591,0,2,1,1,8817,13,0,0,3693,Male,45,Adult
2142,37358,0,4,1,1,50488,19,0,0,3967,Female,70,Senior
2143,33803,0,1,1,1,6100,34,0,0,4079,Female,50,Adult
2144,2500,0,1,1,1,2500,1,0,0,3717,Female,64,Senior
2145,140527,0,1,1,1,3500,14,0,0,4023,Female,48,Adult
2146,5360,0,1,1,1,0,0,0,0,4392,Female,35,Adult
2147,124430,0,2,1,1,15523,17,1200,8,4054,Male,26,Young
2148,240007,0,4,1,1,46771,14,0,0,4048,Female,55,Senior
2149,245021,0,3,1,1,13639,15,180,1,3984,Female,28,Young
2150,53518,0,5,1,1,73933,30,400,1,3930,Female,38,Adult
2151,122545,0,1,1,1,269,4,250,1,3834,Male,37,Adult
2152,192889,0,1,1,1,10500,5,0,0,4096,Female,65,Senior
2153,227776,0,4,1,1,47286,19,2276,5,3980,Male,55,Senior
2154,37833,0,4,1,1,48172,15,500,1,3551,Male,63,Senior
2155,48256,0,1,1,1,9690,2,0,0,3979,Male,32,Adult
2156,99704,2704,2,1,1,15750,12,0,0,4106,Female,77,Senior
2157,394999,0,1,1,1,4150,5,150,3,3599,Female,48,Adult
2158,82497,0,1,1,1,0,0,0,0,3565,Female,50,Adult
2159,15326,7663,1,1,1,0,0,0,0,4140,Female,71,Senior
2160,32619,0,1,1,1,1070,7,0,0,3846,Male,18,Young
2161,57017,0,1,1,1,2495,11,0,0,3854,Male,70,Senior
2162,252741,0,4,1,1,29296,19,635,3,4189,Female,39,Adult
2163,49375,0,3,1,1,23628,14,0,0,3797,Male,56,Senior
2164,25341,0,1,1,1,38,4,0,0,3995,Male,22,Young
2165,45150,0,3,1,1,18907,13,0,0,4141,Male,44,Adult
2166,187462,0,1,1,1,10500,5,500,4,3953,Male,30,Young
2167,19132,0,2,1,1,9124,17,0,0,3915,Female,23,Young
2168,196967,0,3,1,1,38490,37,9550,20,4008,Male,75,Senior
2169,13040,0,1,1,1,500,1,0,0,3972,Female,47,Adult
2170,184301,0,1,1,1,6454,13,3954,12,4010,Male,65,Senior
2171,36294,0,1,1,1,0,0,0,0,3956,Female,18,Young
2172,89840,0,2,1,1,7048,14,0,0,3819,Male,38,Adult
2173,6914,0,1,1,1,1500,1,0,0,3915,Female,75,Senior
2174,28493,0,3,1,1,21845,22,300,1,3932,Female,32,Adult
2175,111793,0,1,1,1,500,1,0,0,4057,Female,18,Young
2176,18700,0,1,1,1,870,2,0,0,3995,Male,46,Adult
2177,53957,0,1,1,1,7000,4,500,1,4133,Female,41,Adult
2178,135770,0,1,1,1,4700,5,200,3,4215,Male,74,Senior
2179,189784,0,4,1,1,35464,18,2197,4,4190,Female,22,Young
2180,60076,0,4,1,1,45582,9,0,0,3935,Male,64,Senior
2181,3522,0,1,1,1,3522,4,0,0,3916,Female,55,Senior
2182,36736,0,1,1,1,0,0,0,0,4134,Female,55,Senior
2183,100634,0,1,3,1,69669,28,1540,12,4193,Male,60,Senior
2184,88918,0,2,1,1,5537,14,0,0,4180,Male,79,Senior
2185,245045,0,1,1,1,25039,16,500,1,4173,Male,38,Adult
2186,37948,0,3,1,1,19213,43,0,0,3914,Female,68,Senior
2187,81552,0,2,1,1,7703,8,0,0,3855,Female,63,Senior
2188,118067,0,2,1,1,8715,12,0,0,3718,Female,34,Adult
2189,268314,0,4,1,1,29968,14,500,1,3869,Male,41,Adult
2190,135488,0,5,1,1,57787,16,0,0,4117,Male,73,Senior
2191,68243,0,2,1,1,10012,22,903,3,3888,Female,75,Senior
2192,56693,3953,2,1,1,20454,11,0,0,3893,Male,25,Young
2193,194875,0,1,1,1,7550,6,1050,3,3831,Female,41,Adult
2194,206155,0,4,1,1,28447,17,0,0,3848,Female,63,Senior
2195,35425,0,1,1,1,4125,19,0,0,3834,Female,77,Senior
2196,161579,0,1,1,1,7688,21,5688,20,3811,Male,19,Young
2197,11314,1000,1,1,1,741,4,0,0,3845,Female,48,Adult
2198,119531,0,5,1,1,60503,43,250,1,4002,Female,64,Senior
2199,48433,0,1,1,1,4300,5,800,3,3673,Female,54,Senior
2200,10872,0,1,1,1,4500,27,0,0,3882,Female,53,Senior
2201,109268,0,2,1,1,7401,17,750,1,4034,Male,57,Senior
2202,105160,0,3,1,1,20458,21,0,0,3732,Male,65,Senior
2203,90919,0,4,1,1,44430,17,0,0,3739,Female,41,Adult
2204,50230,0,1,1,1,4149,9,800,4,3727,Male,19,Young
2205,74538,0,3,1,1,18835,21,0,0,2726,Female,78,Senior
2206,4606,0,1,1,1,4320,6,0,0,3501,Female,77,Senior
2207,61617,0,2,1,1,23495,13,0,0,3972,Male,45,Adult
2208,15275,0,1,1,1,75,2,0,0,2761,Female,34,Adult
2209,112891,0,1,1,1,500,1,500,1,3909,Female,22,Young
2210,41176,0,1,1,1,7624,7,2624,4,3729,Male,57,Senior
2211,81251,0,1,1,1,19500,6,0,0,3958,Female,28,Young
2212,18142,0,1,1,1,220,4,0,0,3638,Male,29,Young
2213,16200,0,4,1,1,40455,17,0,0,3840,Male,22,Young
2214,8913,0,1,1,1,2050,10,50,1,3630,Male,19,Young
2215,14372,0,2,1,1,9042,13,0,0,3557,Male,22,Young
2216,77965,0,4,1,1,41126,33,2683,7,3120,Male,28,Young
2217,12271,500,2,1,1,7684,15,1000,2,4219,Female,20,Young
2218,49874,0,4,1,1,39976,13,0,0,4293,Female,44,Adult
2219,35445,0,1,1,1,3379,9,0,0,4198,Male,38,Adult
2220,91755,0,1,1,1,5026,8,751,3,2676,Male,64,Senior
2221,33753,0,3,1,1,14961,14,500,1,3335,Male,23,Young
2222,53750,0,3,1,1,23135,14,0,0,3736,Male,27,Young
2223,110132,0,1,1,1,19000,5,0,0,3271,Male,40,Adult
2224,12221,0,1,1,1,511,4,0,0,3692,Male,31,Adult
2225,65519,0,1,1,1,0,0,0,0,4150,Female,61,Senior
2227,47291,0,1,1,1,1350,4,350,3,2336,Female,52,Senior
2228,124564,0,3,1,1,11026,13,0,0,3840,Male,48,Adult
2229,24111,0,2,1,1,9374,16,0,0,3802,Female,30,Young
2230,35801,0,1,1,1,3337,13,0,0,3743,Male,47,Adult
2231,150972,0,1,1,1,2700,3,700,2,3645,Female,25,Young
2232,292023,0,1,1,1,14125,12,3250,7,3683,Female,48,Adult
2233,47090,0,1,1,1,0,0,0,0,3726,Female,27,Young
2234,1300,0,1,1,1,454,11,0,0,3691,Female,67,Senior
2235,109103,2370,1,1,1,19600,27,7600,24,3739,Male,58,Senior
2236,101057,0,1,1,1,13650,11,2150,9,3600,Female,18,Young
2237,20900,0,1,1,1,1000,1,0,0,3685,Male,65,Senior
2238,46607,0,1,1,1,0,0,0,0,3727,Female,55,Senior
2239,33017,0,1,1,1,1069,7,250,1,3814,Female,56,Senior
2240,30729,0,3,1,1,16456,15,0,0,3795,Male,51,Senior
2241,35546,0,1,1,1,3376,10,0,0,3739,Female,36,Adult
2242,7845,0,1,1,1,265,3,0,0,3508,Female,50,Adult
2243,25788,0,1,1,1,4650,13,4650,13,3687,Male,53,Senior
2244,13543,0,1,1,1,1443,7,423,2,3811,Male,72,Senior
2245,16618,0,1,1,1,897,5,0,0,3620,Male,20,Young
2246,11548,0,1,1,1,1634,7,0,0,3837,Male,32,Adult
2247,22181,0,1,1,1,6245,15,0,0,3656,Female,76,Senior
2248,222312,0,4,1,1,29039,17,0,0,3721,Female,21,Young
2249,25080,0,1,1,1,2060,12,0,0,3795,Female,34,Adult
2250,17964,0,1,1,1,5030,23,0,0,3783,Male,53,Senior
2251,155385,0,3,1,1,15267,12,0,0,3624,Male,43,Adult
2252,3977,0,1,1,1,0,0,0,0,3593,Male,59,Senior
2253,14620,0,1,1,1,0,0,0,0,2833,Male,59,Senior
2254,46882,0,1,1,1,0,0,0,0,3701,Male,76,Senior
2255,3350,0,1,1,1,65,3,0,0,3540,Male,67,Senior
2256,3049,0,1,1,1,0,0,0,0,3613,Female,21,Young
2257,32377,0,1,1,1,250,2,250,2,3515,Male,68,Senior
2258,9396,0,1,1,1,860,5,350,2,3588,Male,22,Young
2259,102669,0,2,1,1,6760,14,306,2,3265,Male,19,Young
2260,26745,0,1,1,1,17547,9,0,0,3664,Female,78,Senior
2261,120576,0,4,1,1,36635,14,0,0,3823,Male,65,Senior
2262,7658,0,1,1,1,300,1,0,0,3231,Male,32,Adult
2263,11136,0,1,1,1,100,1,0,0,3571,Female,70,Senior
2264,168778,0,5,1,1,57060,20,500,1,3326,Male,59,Senior
2265,124979,0,3,1,1,14267,14,0,0,3720,Female,60,Senior
2266,35659,0,1,1,1,1102,9,0,0,3533,Female,66,Senior
2267,55996,867,3,1,1,12165,14,0,0,3582,Female,60,Senior
2268,65904,0,4,1,1,47224,35,5350,18,3655,Male,36,Adult
2269,125679,0,3,1,4,68151,27,650,1,3683,Male,23,Young
2270,235312,0,5,1,1,56685,16,0,0,3476,Female,18,Young
2271,64414,0,1,1,1,1952,12,0,0,2395,Male,57,Senior
2272,34204,0,1,1,1,16862,9,1700,5,3596,Male,28,Young
2273,22384,0,1,1,1,0,0,0,0,3676,Male,29,Young
2274,13381,0,1,1,1,1150,2,150,1,3312,Male,75,Senior
2275,10959,0,1,1,1,500,1,0,0,3469,Female,29,Young
2276,28607,0,1,1,1,5943,5,0,0,2895,Male,32,Adult
2277,30686,0,1,1,1,6161,2,0,0,3596,Male,65,Senior
2278,8260,0,1,1,1,700,2,0,0,3673,Male,62,Senior
2279,61584,0,4,1,1,27937,14,0,0,3783,Female,33,Adult
2280,141594,0,2,1,1,30565,16,0,0,3776,Male,34,Adult
2281,114549,0,1,1,1,5000,4,1000,2,3760,Female,67,Senior
2282,64153,0,3,1,1,23563,19,0,0,3575,Male,26,Young
2283,10000,0,1,1,1,790,3,0,0,3564,Male,49,Adult
2284,21839,0,1,1,1,853,3,119,1,3638,Female,61,Senior
2285,182704,5513,1,1,1,5850,12,3100,10,3820,Male,35,Adult
2286,92551,0,3,1,1,13755,13,500,1,3895,Female,34,Adult
2287,49353,0,4,1,1,34656,14,0,0,3540,Female,19,Young
2288,21843,0,1,1,1,1411,9,0,0,3177,Female,61,Senior
2289,34072,0,1,1,1,500,1,0,0,3879,Female,31,Adult
2290,72962,0,4,1,1,28055,16,0,0,3869,Female,43,Adult
2291,99502,0,3,1,1,19678,28,600,2,4182,Male,42,Adult
2292,13250,0,3,1,1,17778,14,0,0,3861,Female,28,Young
2293,98232,0,5,1,1,56687,14,500,1,3867,Male,63,Senior
2294,98895,0,4,1,1,89709,17,500,1,3854,Female,46,Adult
2295,119340,1000,1,1,1,400,5,400,5,3855,Male,61,Senior
2296,30171,0,1,3,1,15370,13,0,0,3853,Male,26,Young
2297,105957,0,1,1,1,4881,12,0,0,3859,Female,19,Young
2298,22548,0,1,1,1,3225,9,0,0,3852,Male,18,Young
2299,89761,0,3,1,1,11965,13,0,0,3845,Male,53,Senior
2300,65263,0,1,1,1,22500,4,0,0,3844,Male,22,Young
2301,128456,0,5,1,3,70125,28,0,0,3764,Male,25,Young
2302,35203,0,1,1,1,1800,16,1800,16,3832,Male,18,Young
2303,62023,0,1,1,1,750,4,550,1,3819,Female,79,Senior
2304,44197,0,1,1,1,2500,1,0,0,3831,Male,25,Young
2305,104245,0,4,1,1,45589,14,0,0,3810,Female,35,Adult
2306,252520,0,4,1,1,43392,17,500,1,3818,Female,57,Senior
2307,85496,0,1,1,1,2799,7,2711,6,3820,Male,52,Senior
2308,49874,0,1,1,1,7200,9,1700,4,3817,Female,30,Young
2309,109649,0,3,1,1,22136,13,0,0,3812,Female,51,Senior
2310,34379,0,3,1,1,13051,20,150,1,3805,Female,40,Adult
2311,56688,0,1,1,1,3550,10,1050,9,3812,Male,33,Adult
2312,48970,0,4,1,1,30872,14,0,0,3817,Female,37,Adult
2313,70789,0,5,1,1,76661,29,150,1,3810,Female,66,Senior
2314,24277,0,2,1,1,5330,5,0,0,3796,Female,19,Young
2315,20308,0,3,1,1,19526,13,0,0,3797,Male,50,Adult
2316,111041,0,3,1,1,10252,12,0,0,3875,Female,29,Young
2317,27904,0,2,1,1,6622,17,0,0,3793,Female,25,Young
2318,128620,0,2,1,1,7747,12,0,0,3789,Female,19,Young
2319,65340,2454,3,1,1,33795,11,500,1,3775,Male,33,Adult
2320,27135,0,1,1,1,4908,11,0,0,3783,Male,39,Adult
2321,32898,0,1,1,1,1000,1,0,0,3777,Female,75,Senior
2322,196922,0,4,1,1,40170,18,0,0,3755,Male,71,Senior
2323,196175,0,4,1,1,33886,13,0,0,3775,Male,64,Senior
2324,11457,0,1,1,1,705,3,0,0,3767,Male,52,Senior
2325,175344,0,4,1,1,40152,19,0,0,3770,Male,24,Young
2326,5154,0,5,1,1,54657,28,0,0,3769,Male,37,Adult
2327,13232,0,1,1,1,8668,16,0,0,3753,Male,28,Young
2328,88232,0,1,1,1,11550,5,550,3,3729,Male,21,Young
2329,75526,0,4,1,1,46421,14,0,0,3712,Male,56,Senior
2330,53935,0,1,1,1,0,0,0,0,3743,Female,29,Young
2331,18402,0,1,1,1,0,0,0,0,3746,Female,68,Senior
2332,24784,0,1,1,1,100,1,0,0,3729,Female,39,Adult
2333,62903,0,3,1,1,16434,13,0,0,3732,Male,57,Senior
2334,80272,0,4,1,1,34744,14,550,2,3728,Male,40,Adult
2335,10458,0,1,2,1,10458,12,0,0,3726,Male,19,Young
2336,188184,0,4,1,1,32170,13,0,0,3707,Male,64,Senior
2337,83524,0,4,1,1,43152,18,0,0,3694,Male,73,Senior
2338,10794,0,1,1,1,0,0,0,0,3712,Male,27,Young
2339,49807,0,2,1,1,6393,20,0,0,3718,Male,61,Senior
2340,18266,0,3,1,1,12254,15,0,0,3713,Male,79,Senior
2341,87851,0,4,1,1,28969,17,0,0,4026,Female,19,Young
2342,32991,0,1,1,1,1230,6,0,0,3693,Male,64,Senior
2343,28677,0,1,1,1,215,3,0,0,3699,Male,78,Senior
2344,103809,0,3,1,1,16776,14,0,0,3699,Male,22,Young
2345,417,0,1,1,1,3000,1,0,0,3670,Male,60,Senior
2346,8859,0,3,1,1,11998,13,0,0,3690,Female,39,Adult
2347,26896,0,1,1,1,5364,15,0,0,3685,Male,52,Senior
2348,16986,0,1,1,1,0,0,0,0,3676,Female,59,Senior
2349,25530,0,3,1,1,25131,17,0,0,3677,Female,52,Senior
2350,77067,0,4,1,1,40129,15,0,0,3671,Female,43,Adult
2351,6350,0,1,1,1,0,0,0,0,3657,Male,63,Senior
2352,76118,0,5,1,1,79154,41,1992,2,3621,Female,61,Senior
2353,40420,0,2,1,1,8649,14,0,0,3651,Male,76,Senior
2354,30178,0,3,1,1,14422,15,0,0,3656,Female,66,Senior
2355,15088,0,1,1,1,0,0,0,0,3650,Female,59,Senior
2356,138020,0,3,1,1,16449,17,500,1,3637,Female,45,Adult
2357,27310,0,3,1,1,15537,16,500,1,3623,Male,43,Adult
2358,109131,0,3,1,1,17481,17,150,1,3622,Female,45,Adult
2359,35356,0,3,1,1,18520,15,300,1,3637,Female,59,Senior
2360,33466,0,1,1,1,355,3,0,0,3592,Female,38,Adult
2361,350608,0,4,1,1,50988,26,2643,5,3630,Female,34,Adult
2362,42107,888,1,1,1,3600,4,1000,2,3607,Male,49,Adult
2363,74796,0,3,1,1,19710,15,400,1,3616,Female,22,Young
2364,26129,0,3,1,1,20265,17,0,0,3629,Male,26,Young
2365,30893,0,1,1,1,0,0,0,0,3623,Female,31,Adult
2366,9445,0,1,1,1,1000,2,1000,2,3613,Female,78,Senior
2367,52965,0,1,1,1,500,1,0,0,3606,Male,49,Adult
2368,19516,0,3,1,1,17696,16,0,0,3593,Female,64,Senior
2369,106378,0,4,1,1,56007,14,0,0,3607,Male,19,Young
2370,22201,0,4,1,1,51278,16,350,1,3602,Male,57,Senior
2371,73378,0,3,1,1,13607,14,0,0,3599,Male,32,Adult
2372,50193,0,1,1,1,12263,3,0,0,3596,Male,22,Young
2373,165144,0,3,1,1,24156,14,0,0,3581,Male,47,Adult
2374,53556,0,1,1,1,0,0,0,0,3575,Female,29,Young
2375,18387,0,4,1,1,40560,19,800,2,3588,Male,28,Young
2376,28577,0,4,1,1,48564,14,0,0,3586,Female,72,Senior
2377,55417,0,4,1,1,37127,31,0,0,3575,Female,24,Young
2378,142244,0,3,1,1,12325,13,0,0,3578,Male,52,Senior
2379,23139,0,2,1,1,8156,14,0,0,3578,Male,52,Senior
2380,146232,0,5,1,1,83783,19,375,1,3566,Male,66,Senior
2381,35323,0,1,1,1,1875,8,0,0,3553,Male,58,Senior
2382,108081,0,5,1,5,217006,24,0,0,3567,Male,78,Senior
2383,1021,0,1,1,1,100,1,0,0,3553,Male,26,Young
2384,120345,0,4,1,1,38323,17,650,2,3544,Male,34,Adult
2385,11593,0,2,1,1,9055,16,0,0,3558,Female,55,Senior
2386,68180,0,1,1,1,2044,9,0,0,3550,Male,79,Senior
2387,26605,0,1,1,1,3704,11,0,0,3543,Male,34,Adult
2388,17920,0,1,1,1,3250,18,0,0,3546,Female,64,Senior
2389,85156,0,1,1,1,133,5,0,0,3550,Male,39,Adult
2390,9005,0,1,1,1,520,1,0,0,3531,Female,75,Senior
2391,55404,0,2,1,1,10613,15,500,1,3531,Male,73,Senior
2392,42584,0,1,1,1,841,6,0,0,3526,Female,65,Senior
2393,92843,0,1,1,1,27650,29,9150,26,3530,Female,75,Senior
2394,51082,0,4,1,1,40878,13,0,0,3524,Female,29,Young
2395,18727,0,1,1,1,0,0,0,0,3524,Female,66,Senior
2396,212029,0,4,1,1,43162,19,0,0,3518,Male,43,Adult
2397,48806,0,1,1,1,12600,10,2500,8,3502,Male,78,Senior
2398,15610,0,1,1,1,0,0,0,0,3508,Female,42,Adult
2399,46876,0,1,1,1,9680,7,0,0,3498,Female,23,Young
